,Unnamed: 0,Lat,Lon,GFDL Std Fugacity Detrended,SOCAT Std Fugacity Detrended,GFDL Std pH Detrended,SOCAT Std pH Detrended,GFDL Std Omega Detrended,SOCAT Std Omega Detrended,Z
114,114,-63.5,82.5,13.63602984721532,55.754,0.0155400632311493,0.062159,0.1000779487093338,0.21669,3034.64794921875
115,115,-63.5,111.5,21.56385150856781,8.2033,0.0241095196282725,0.010077,0.1208958567221896,0.072658,3431.783447265625
116,116,-63.5,139.5,13.891145322854117,19.873,0.015373108459993,0.021659,0.099653396672874,0.12217,3750.490478515625
117,117,-63.5,293.5,12.496150185353056,28.195,0.0146120770448548,0.034765,0.0887915270745298,0.17579,3111.003173828125
118,118,-63.5,294.5,17.18477415438449,35.105,0.0201135621810203,0.040531,0.1086777688493523,0.19745,2063.59326171875
119,119,-63.5,295.5,21.391197628514703,26.144,0.0252693676702867,0.029968,0.1307047375258681,0.14938,1048.878662109375
120,120,-63.5,296.5,24.809777869224508,28.401,0.0292458369248413,0.032141,0.1534536616396,0.1588,458.72515869140625
121,121,-63.5,297.5,29.43045554947731,19.66,0.035007019515265,0.020279,0.1793110441798243,0.08642,286.9873962402344
122,122,-63.5,298.5,37.741412847401975,33.893,0.0462771684970108,0.035607,0.2224111594979688,0.15366,637.66064453125
123,123,-63.5,299.5,42.09823011931953,32.72,0.0522158065455134,0.034133,0.2477800041430324,0.13956,417.4320983886719
124,124,-63.5,300.5,42.53806668219265,33.929,0.0526562800131222,0.03609,0.254681998652226,0.13832,469.320068359375
125,125,-63.5,301.5,42.88328962196,48.651,0.0528944464056271,0.053471,0.2487647710515672,0.17485,234.74835205078125
126,126,-63.5,302.5,43.75405574011097,79.031,0.0541338721004865,0.1006,0.2470045105994285,0.37217,213.97146606445312
127,127,-63.5,303.5,37.12441040200744,38.23,0.0457368882472394,0.042081,0.2269311209843992,0.13843,279.5664367675781
128,128,-63.5,359.5,15.368735785924356,21.11,0.0166733532860514,0.023789,0.1092466696088513,0.11932,5257.326171875
129,129,-62.5,139.5,9.881395222390196,23.604,0.0112045155774491,0.024724,0.0926233684814937,0.11497,3795.32568359375
130,130,-62.5,141.5,9.390372866548734,21.332,0.010692028990397,0.022623,0.0926777627405401,0.094237,4051.11083984375
131,131,-62.5,294.5,11.888634378607309,26.289,0.0137597334909066,0.032117,0.0862679266351176,0.19464,3336.958251953125
132,132,-62.5,295.5,14.384268012069697,26.588,0.0167231876843189,0.031643,0.0975453502511775,0.1819,3411.31103515625
133,133,-62.5,296.5,16.54941584997637,23.625,0.0193013288917275,0.026579,0.111150181201785,0.13477,3393.977294921875
134,134,-62.5,297.5,17.856015241241657,23.095,0.020791643724472,0.02559,0.1263395134613687,0.13635,1815.301025390625
135,135,-62.5,298.5,22.37249022468963,24.352,0.0265469589799097,0.026207,0.1573771031285248,0.14032,728.5910034179688
136,136,-62.5,299.5,25.881664243856463,22.121,0.0310594081920552,0.024806,0.1794663043370087,0.11644,356.33074951171875
137,137,-62.5,300.5,31.066667782386716,36.829,0.0378308963533471,0.038872,0.2116451393698697,0.15638,553.9369506835938
138,138,-62.5,301.5,32.10403217129348,27.597,0.0387613925262441,0.028709,0.2141909587132164,0.12269,1003.029052734375
139,139,-62.5,302.5,28.214807074878763,26.827,0.0335799679440511,0.028464,0.1934128647373302,0.11599,950.4998168945312
140,140,-62.5,303.5,23.55472608364361,29.453,0.0277775378416725,0.030831,0.1729613288160011,0.12652,628.4345703125
141,141,-62.5,304.5,21.918410738163036,29.307,0.0259808341531447,0.02938,0.165059077183776,0.084152,395.5980224609375
142,142,-62.5,305.5,21.932923062474117,24.77,0.0260670736927447,0.025456,0.1607755304182307,0.087789,428.6308898925781
143,143,-62.5,306.5,20.031841021501062,29.64,0.0232182607972689,0.030845,0.1455792197552629,0.10277,1158.2244873046875
144,144,-61.5,139.5,8.123327641569844,15.199,0.0090851582327528,0.015027,0.0935851444628907,0.096453,4277.91064453125
145,145,-61.5,292.5,8.726384599940328,8.9369,0.0095380761699352,0.0089631,0.1000903694571913,0.066488,3830.25927734375
146,146,-61.5,295.5,11.365136424164715,8.375,0.0129313450823601,0.0087851,0.0834956248712497,0.081441,3543.42236328125
147,147,-61.5,296.5,12.730716087206556,10.819,0.0146504042871162,0.012787,0.0928253660230952,0.093587,3540.197265625
148,148,-61.5,297.5,13.01528333782682,13.767,0.014965105202317,0.015417,0.1002867109167263,0.10607,3713.072265625
149,149,-61.5,298.5,13.076820471021978,19.171,0.0149326551270571,0.020938,0.1045778330967391,0.10555,3839.14501953125
150,150,-61.5,299.5,14.421494609207365,16.002,0.0165620993369717,0.017388,0.1172416189962593,0.092374,3516.9375
151,151,-61.5,300.5,18.005463214279885,28.809,0.021194516815411,0.031317,0.1444354766994021,0.14471,2714.93115234375
152,152,-61.5,301.5,19.143939389996152,31.322,0.0228131727762936,0.034553,0.1573019604756021,0.15814,1839.354736328125
153,153,-61.5,302.5,19.942231725442586,30.891,0.0237608781907645,0.033002,0.1661400006753671,0.14987,1392.1214599609375
154,154,-61.5,303.5,19.47122775675493,25.089,0.0232940067514857,0.025616,0.1693343709370559,0.11335,838.236083984375
155,155,-61.5,304.5,18.16201651555008,30.897,0.0214996194450736,0.032082,0.160779729178811,0.13677,868.6849975585938
156,156,-61.5,306.5,15.317390569490671,12.423,0.0175621089368233,0.012044,0.1448054402304709,0.049977,882.4093627929688
157,157,-60.5,84.5,14.228170685988715,32.047,0.0158483498490022,0.03461,0.1012390018447823,0.14419,2377.902099609375
158,158,-60.5,139.5,6.815142429285374,11.761,0.0079369449541175,0.011852,0.1017018644807863,0.10233,4410.1474609375
159,159,-60.5,294.5,10.091715577420768,6.9699,0.0111199910300362,0.0068545,0.0832120641161734,0.050212,3052.725341796875
160,160,-60.5,295.5,10.850447200446048,10.141,0.0121536639071274,0.0096559,0.0826491255469337,0.078706,3437.5830078125
161,161,-60.5,296.5,11.12626848328874,12.407,0.0125835334009934,0.013607,0.0876365818340135,0.10223,3670.310302734375
162,162,-60.5,297.5,10.205123571253807,13.339,0.011480656469098,0.014535,0.0906919539080351,0.09513,3817.184814453125
163,163,-60.5,298.5,9.206254898410974,14.994,0.0101608765991302,0.016374,0.0913085076007541,0.087826,3791.9541015625
164,164,-60.5,299.5,9.26792302477046,14.809,0.0100748478470543,0.015889,0.0935739687912899,0.095509,3863.596435546875
165,165,-60.5,300.5,9.611864668130002,17.209,0.0104527048413956,0.019683,0.0968720520924278,0.119,4021.597900390625
166,166,-60.5,301.5,9.578281474932917,16.759,0.010434036777554,0.017938,0.099422175745915,0.1058,3970.062744140625
167,167,-60.5,302.5,10.052391411791564,10.881,0.0110974343275491,0.010405,0.1043485966107909,0.084819,3777.74609375
168,168,-60.5,305.5,10.267935007383285,18.242,0.011755163649872,0.017756,0.1241489546411252,0.076109,2627.333251953125
169,169,-60.5,306.5,11.263246997794568,17.203,0.0131750362657323,0.01599,0.137681092854611,0.06458,2006.2679443359375
170,170,-60.5,307.5,10.429761330865306,9.1207,0.0120698743003637,0.0085421,0.1374506994245237,0.040724,1955.93896484375
171,171,-60.5,308.5,9.935455691630654,11.058,0.0114475346845366,0.011151,0.1358724545389289,0.065464,2345.9912109375
172,172,-60.5,309.5,9.687325288834066,19.911,0.0110375127433866,0.019741,0.134854502532384,0.076703,2340.060546875
